y,sse,msr,mse,t-probs,adj-r-square,df,residuals,ssr,sst,coefs,f-stat,r-square,f-prob,t-tests,std-errors,fitted
1.3862943611198906,29.04992412565589,8.2506547308925,0.12361669840704635,2.9002294916757876E-6,0.7067795905287679,9,-0.26648616921885604,74.2558925780325,103.3058167036884,128.89118716068717,66.74385287111177,0.7187968204251299,1.1102230246251565E-16,4.794090593793318,26.885430018272178,1.6527805303387466
1.3862943611198906,29.04992412565589,8.2506547308925,0.12361669840704635,0.0,0.7067795905287679,235,-0.08138171828083962,74.2558925780325,103.3058167036884,0.33998827924156894,66.74385287111177,0.7187968204251299,1.1102230246251565E-16,18.256968822436573,0.01862238373457408,1.4676760794007302
0.6931471805599453,29.04992412565589,8.2506547308925,0.12361669840704635,0.8198757911213614,0.7067795905287679,,-0.8530560588562904,74.2558925780325,103.3058167036884,0.0025006935708159483,66.74385287111177,0.7187968204251299,1.1102230246251565E-16,0.22795969847792638,0.010969893307952824,1.5462032394162357
1.3862943611198906,29.04992412565589,8.2506547308925,0.12361669840704635,0.14884784187026856,0.7067795905287679,,-0.5547444246201094,74.2558925780325,103.3058167036884,1.9665750818925024E-10,66.74385287111177,0.7187968204251299,1.1102230246251565E-16,1.4483652415650863,1.3577894756487284E-10,1.94103878574
2.3978952727983707,29.04992412565589,8.2506547308925,0.12361669840704635,0.47418239968359255,0.7067795905287679,,0.4156663964937508,74.2558925780325,103.3058167036884,-1.5141786947767076E-11,66.74385287111177,0.7187968204251299,1.1102230246251565E-16,-0.7168436734525651,2.1122857756195344E-11,1.9822288763046199
1.791759469228055,29.04992412565589,8.2506547308925,0.12361669840704635,0.05916963426229627,0.7067795905287679,,-0.2661281191317242,74.2558925780325,103.3058167036884,9.17859506371438E-5,66.74385287111177,0.7187968204251299,1.1102230246251565E-16,1.8961295016985706,4.8407005193960156E-5,2.057887588359779
0.6931471805599453,29.04992412565589,8.2506547308925,0.12361669840704635,0.6338218803220337,0.7067795905287679,,-0.714877393272742,74.2558925780325,103.3058167036884,-0.028444128787233347,66.74385287111177,0.7187968204251299,1.1102230246251565E-16,-0.4769768180397232,0.059634195439797005,1.4080245738326873
1.0986122886681098,29.04992412565589,8.2506547308925,0.12361669840704635,1.1404430460215664E-5,0.7067795905287679,,-0.08052600527749432,74.2558925780325,103.3058167036884,0.0061193028124513806,66.74385287111177,0.7187968204251299,1.1102230246251565E-16,4.485083834102669,0.0013643675433495368,1.179138293945604
0.6931471805599453,29.04992412565589,8.2506547308925,0.12361669840704635,2.8808151817383276E-6,0.7067795905287679,,-0.6859284256803674,74.2558925780325,103.3058167036884,-0.06382753254752811,66.74385287111177,0.7187968204251299,1.1102230246251565E-16,-4.795569200247299,0.013309688565068903,1.3790756062403127
2.4849066497880004,29.04992412565589,8.2506547308925,0.12361669840704635,0.1655044653182478,0.7067795905287679,,0.2532929143316127,74.2558925780325,103.3058167036884,-0.22267348136656917,66.74385287111177,0.7187968204251299,1.1102230246251565E-16,-1.3911207350985761,0.1600676891289312,2.2316137354563876
